Load,Method,Metric,Type,Value,Source
Light,MAPPO-OR,throughput,II,100.14847026666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.13539286666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.3975306,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,102.51007913333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,98.84736186666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.92744206666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.01204566666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.40641486666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.14134686666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,98.27513346666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.01599473333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.24196646666665,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.84580846666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.09968333333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.09135473333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.64363906666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,94.12079759999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,60.380665333333326,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.38367453333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0485436,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.7676062,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.84331706666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.60002800000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,102.53332766666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.20419366666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.2211988,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.74221320000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.97703233333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.11753493333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.76051413333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,82.66149513333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,102.63623713333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.8978046,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.63538539999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0485436,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.31571773333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.57381840000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,98.80983953333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.54115420000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.45649686666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.73799233333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,80.1800994,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.59767173333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.44473746666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.13095913333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.28526753333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,93.96738566666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.75105959999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.27941386666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.18423673333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.27707260000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.56189479999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.25717613333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.89543433333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.71444006666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.92985406666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.31192980000002,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.60838546666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.9431044,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.71798273333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.210392,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.98992633333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.65189399999998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.25015573333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.35087553333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,93.2138356,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,60.325963466666664,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.14372873333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.53804946666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.7356998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.80404553333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,103.12170126666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.93930193333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.84568486666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.51174313333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.869369,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.06756626666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.03071633333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.25102659999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.23074173333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.39803566666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.7877058,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.05165213333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,98.42151533333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.94641913333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.15563946666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.06043193333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.81727866666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.16874453333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.0283504,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.85045093333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.25580066666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.95385786666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.23790020000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.8978046,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,103.40473319999998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.9480428,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.54307153333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.83621433333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.73333713333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.02477526666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,103.23820193333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.68964840000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.8179626,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.55766153333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.66486886666665,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.66840806666669,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,103.39228693333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.1068232,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.83163780000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.85634133333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.2665382,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.96421666666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,94.64866886666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0687554,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.06756626666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,94.15587453333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,84.91769733333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.79125366666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.81491220000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,61.299316999999995,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.96896373333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.23432086666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.68852286666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.00576866666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.36931746666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.2904262,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,102.64604880000002,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.16517006666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.13182073333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.542331,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.2987876,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.8829604,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0485436,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.024133,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,79.76760973333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.88179893333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.03784646666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.8468688,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.8468688,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.3238802,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,95.2152012,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.40835293333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.7168018,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.12797406666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.79598446666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.88003046666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.6824364,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.92507040000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.78179333333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.75815033333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.40365839999998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,82.4884486,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.98320766666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.03903493333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.65543226666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.758559,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.94997813333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.03903493333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.56348173333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.9191418,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.09945453333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.1068232,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.31220326666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.90373066666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.72506879999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.2211988,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.24744633333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.09849340000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.21762059999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.98795653333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.77469926666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,90.93053226666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.64717673333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.30356619999998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.32148986666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.18304486666665,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.871738,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.21269786666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.1624836,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.9431044,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.5611636,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.34181106666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.03784646666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.38965786666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.19377273333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,103.98807086666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,104.91907599999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,106.46523546666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.59071340000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.6151116,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.76287806666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.2337786,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.38488479999998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.77706386666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.8764122,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.90728666666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.79716726666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.03665800000002,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.42126506666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.15080553333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,102.55658673333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.16397866666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.9945822,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.77706386666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.89806126666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.86463126666665,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.45767173333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.85634133333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.16040453333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.8480528,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.13182073333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.53574266666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0402234,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.031845,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,86.15868353333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.92000586666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.16397866666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.59071340000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.7404254,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,94.28091966666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.21523533333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.06399893333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.90728666666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.57882553333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.09016499999998,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,93.96635773333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.90610133333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.26415633333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,61.2757042,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.95353740000002,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.44005226666665,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0354696,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.42361306666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.35556506666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.28455773333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.71916366666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,102.79836993333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,81.98145233333332,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0319046,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,96.77709093333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.196157,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,91.02206793333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.1425378,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,63.25337326666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,98.87580679999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.54667273333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.01527106666668,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.09135473333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.85741546666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,98.0093856,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.0544874,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.92388460000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.1092034,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.16517006666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.26536779999999,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.94404660000001,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,87.94584573333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,97.83524593333334,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.88391306666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.5658728,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.27490146666666,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,101.09373413333333,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.87884573333335,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,99.80056686666667,./gat-mappo/log/mappo_initialization/throughput_type1.log
Light,MAPPO-OR,throughput,II,100.3075178,./gat-mappo/log/mappo_initialization/throughput_type1.log
